Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-05-30 12:08 (-04),,,5,Cycling,,5 min Lanebreak Ride,,28,92,37%,82,15.53,1.31,36,,,
2022-05-31 09:35 (-04),On Demand,Robin Arzon,10,Cycling,Warm Up,10 min Warm Up Ride,2019-07-16 14:21 (-04),91,151,42%,89,18.99,3.17,114,120.61,,
2022-05-31 09:46 (-04),On Demand,Hannah Frankson,30,Cycling,Theme,30 min Turn It Up,2022-05-26 13:25 (-04),309,172,50%,77,20.07,10.04,414,136.35,,
2022-05-31 10:17 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2022-04-04 08:55 (-04),255,142,44%,82,18.56,9.29,402,133.63,,
2022-05-31 10:48 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2020-06-08 04:25 (-04),63,105,41%,74,16.43,2.74,115,121.19,,
2022-06-02 09:59 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-14 03:00 (-04),66,110,34%,96,16.56,2.76,82,101.00,,
2022-06-02 10:10 (-04),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2022-06-01 05:52 (-04),312,173,46%,85,20.08,10.04,358,126.00,,
2022-06-02 10:41 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2022-06-02 02:25 (-04),333,185,54%,73,20.56,10.29,395,135.00,,
2022-06-02 11:13 (-04),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2022-05-16 16:54 (-04),259,144,45%,80,18.72,9.36,355,124.00,,
2022-06-02 11:44 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-02-21 03:00 (-04),84,140,45%,79,18.53,3.09,122,125.00,,
2022-06-02 11:55 (-04),,,5,Cycling,,5 min Lanebreak Ride,,43,139,40%,90,18.22,1.57,55,,,
2022-06-02 12:01 (-04),,,5,Cycling,,5 min Lanebreak Ride,,42,137,46%,76,18.29,1.54,53,,,
2022-06-03 09:44 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2022-05-16 02:00 (-04),93,154,39%,97,18.98,3.17,108,118.00,,
2022-06-03 09:55 (-04),On Demand,Hannah Corbin,30,Cycling,Theme,30 min Country Happy Hour Ride,2022-06-03 07:23 (-04),327,181,49%,81,20.52,10.27,397,133.00,,
2022-06-03 10:26 (-04),On Demand,Emma Lovewell,20,Cycling,Music,20 min EDM Ride,2022-06-01 08:57 (-04),219,183,52%,76,20.56,6.86,279,138.00,,
2022-06-03 10:47 (-04),On Demand,Sam Yo,10,Cycling,Low Impact,10 min Low Impact Ride,2022-05-31 14:02 (-04),105,175,52%,73,20.26,3.38,139,137.00,,
2022-06-03 10:58 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-05-16 02:00 (-04),81,135,44%,79,18.28,3.05,128,130.00,,
2022-06-04 10:04 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2019-06-17 10:55 (-04),73,121,36%,95,17.28,2.88,93,108.00,,
2022-06-04 10:14 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min EDM Ride,2022-06-03 09:52 (-04),318,176,50%,79,20.09,10.05,361,125.00,,
2022-06-04 10:46 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min 80s Ride,2022-05-28 06:55 (-04),326,181,49%,83,20.53,10.27,389,131.00,,
2022-06-04 11:18 (-04),On Demand,Ben Alldis,30,Cycling,Theme,30 min 007 Ride,2021-09-30 13:25 (-04),324,180,51%,77,20.44,10.22,415,135.00,,
2022-06-04 11:49 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2019-10-24 14:02 (-04),67,111,41%,80,16.91,2.82,112,119.00,,
2022-06-05 10:11 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Elton John Warm Up Ride,2021-10-27 18:45 (-04),60,100,35%,93,15.97,2.67,78,101.00,,
2022-06-05 10:22 (-04),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2022-04-27 16:52 (-04),251,139,43%,85,18.51,9.26,300,112.00,,
2022-06-05 10:54 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-03-31 02:25 (-04),254,141,43%,86,18.62,9.31,307,113.00,,
2022-06-05 11:24 (-04),On Demand,Cody Rigsby,10,Cycling,Cool Down,10 min Cool Down Ride,2021-02-16 21:06 (-04),72,119,43%,79,17.42,2.91,93,107.00,,
2022-06-07 09:46 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Red Hot Chili Peppers Warm Up,2022-05-04 17:00 (-04),84,140,40%,93,18.27,3.05,102,114.00,,
2022-06-07 09:57 (-04),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2022-06-06 12:30 (-04),224,187,49%,85,20.65,6.89,260,131.00,,
2022-06-07 10:20 (-04),On Demand,Jess King,20,Cycling,Music,20 min Latin Ride,2022-06-06 11:00 (-04),228,190,51%,82,20.83,6.95,258,130.00,,
2022-06-07 10:41 (-04),On Demand,Ben Alldis,20,Cycling,Music,20 min 2000s Rock Ride,2022-06-06 06:00 (-04),246,205,55%,77,21.43,7.15,280,137.00,,
2022-06-07 11:02 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Elton John Cool Down Ride,2021-10-27 18:45 (-04),87,145,46%,78,18.58,3.10,119,123.00,,
2022-06-08 10:21 (-04),,,5,Cycling,,5 min Lanebreak Ride,,49,160,43%,90,19.31,1.66,64,,,
2022-06-08 10:28 (-04),,,20,Cycling,,20 min Lanebreak Ride,,206,171,47%,85,19.81,6.62,266,,,
2022-06-08 10:49 (-04),,,5,Cycling,,5 min Lanebreak Ride,,56,187,51%,79,20.64,1.73,73,,,
2022-06-09 10:11 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-25 03:00 (-04),75,125,40%,90,17.52,2.92,88,107.00,,
2022-06-09 10:25 (-04),On Demand,Jess King,20,Cycling,Intervals,20 min Tabata Ride,2022-06-01 17:28 (-04),203,169,43%,94,19.71,6.58,237,124.00,,
2022-06-09 10:47 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance EDM,2022-05-24 02:00 (-04),487,180,48%,84,20.47,15.36,577,130.00,,
2022-06-09 11:33 (-04),On Demand,Jess King,20,Cycling,Low Impact,20 min Low Impact Ride,2022-06-08 10:27 (-04),192,160,46%,85,19.56,6.52,250,128.00,,
2022-06-09 11:55 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 02:35 (-04),90,151,48%,78,18.98,3.16,122,125.00,,
2022-06-10 09:33 (-04),On Demand,Jenn Sherman,10,Cycling,Warm Up,10 min Justin Bieber Warm Up Ride,2021-04-07 16:00 (-04),87,144,41%,94,18.69,3.12,105,116.00,,
2022-06-10 09:43 (-04),On Demand,Ben Alldis,20,Cycling,Music,20 min 90s Dance Ride,2022-06-09 03:02 (-04),222,185,49%,85,20.61,6.87,262,132.00,,
2022-06-10 10:05 (-04),On Demand,Bradley Rose,20,Cycling,Music,20 min 90s Ride,2022-06-10 05:25 (-04),190,158,46%,85,19.41,6.48,229,121.00,,
2022-06-10 10:25 (-04),On Demand,Jess King,20,Cycling,Intervals,20 min HIIT Ride,2022-06-08 09:54 (-04),175,145,41%,93,18.70,6.24,228,121.00,,
2022-06-10 10:45 (-04),On Demand,Ben Alldis,15,Cycling,Cool Down,15 min Cool Down Ride,2019-09-11 03:47 (-04),118,131,43%,83,18.06,4.52,169,119.00,,
2022-06-12 09:29 (-04),On Demand,Jess King,10,Cycling,Warm Up,10 min Warm Up Ride,2019-05-31 14:55 (-04),85,142,42%,89,18.50,3.08,97,108.00,,
2022-06-12 09:40 (-04),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2022-06-04 07:24 (-04),807,179,48%,85,20.46,25.57,930,127.00,,
2022-06-12 10:56 (-04),On Demand,Matt Wilpers,10,Cycling,Cool Down,10 min Cool Down Ride,2019-04-05 11:01 (-04),78,130,41%,87,18.04,3.01,113,120.00,,
2022-06-14 09:43 (-04),,,5,Cycling,,5 min Lanebreak Ride,,29,98,35%,91,15.62,1.29,38,,,
2022-06-14 09:49 (-04),,,30,Cycling,,30 min Lanebreak Ride,,227,126,39%,91,17.44,8.70,292,,,
2022-06-14 10:20 (-04),,,15,Cycling,,15 min Lanebreak Ride,,158,175,46%,89,19.98,5.01,204,,,
